date,ticker,intervention_score,confounder_proxy,macro_shock_signal
2025-08-06,AAPL,0.0,0.0,0.0
2025-08-07,AAPL,0.0,0.0,0.0
2025-08-08,AAPL,0.0,0.0,0.0
2025-08-11,AAPL,0.0,0.0,0.0
2025-08-12,AAPL,0.0,0.0,0.0
2025-08-13,AAPL,0.0,0.0,0.0
2025-08-14,AAPL,0.0,0.0,0.0
2025-08-15,AAPL,0.0,0.0,0.0
2025-08-18,AAPL,0.0,0.0,0.0
2025-08-19,AAPL,0.0,0.0,0.0
2025-08-20,AAPL,0.0,0.0,0.0
2025-08-21,AAPL,0.0,0.0,0.0
2025-08-22,AAPL,0.0,0.0,0.0
2025-08-25,AAPL,0.0,0.0,0.0
2025-08-26,AAPL,0.0,0.0,0.0
2025-08-27,AAPL,0.0,0.0,0.0
2025-08-28,AAPL,0.0,0.0,0.0
2025-08-29,AAPL,0.0,0.0,0.0
2025-09-02,AAPL,0.0,0.0,0.0
2025-09-03,AAPL,0.0,0.0,0.0
2025-09-04,AAPL,0.0,0.0,0.0
2025-09-05,AAPL,0.0,0.0,0.0
2025-09-08,AAPL,0.0,0.0,0.0
2025-09-09,AAPL,0.0,0.0,0.0
2025-09-10,AAPL,0.0,0.0,0.0
2025-09-11,AAPL,0.0,0.0,0.0
2025-09-12,AAPL,0.0,0.0,0.0
2025-09-15,AAPL,0.0,0.0,0.0
2025-09-16,AAPL,0.0,0.0,0.0
2025-09-17,AAPL,0.0,0.0,0.0
2025-09-18,AAPL,0.0,0.0,0.0
2025-09-19,AAPL,0.0,0.0,0.0
2025-09-22,AAPL,0.0,0.0,0.0
2025-09-23,AAPL,0.0,0.0,0.0
2025-09-24,AAPL,0.0,0.0,0.0
2025-09-25,AAPL,0.0,0.0,0.0
2025-09-26,AAPL,0.0,0.0,0.0
2025-09-29,AAPL,0.0,0.0,0.0
2025-09-30,AAPL,0.0,0.0,0.0
2025-10-01,AAPL,0.0,0.0,0.0
2025-10-02,AAPL,0.0,0.0,0.0
2025-10-03,AAPL,0.0,0.0,0.0
2025-10-06,AAPL,0.0,0.0,0.0
2025-10-07,AAPL,0.0,0.0,0.0
2025-10-08,AAPL,0.0,0.0,0.0
2025-10-09,AAPL,0.0,0.0,0.0
2025-10-10,AAPL,0.0,0.0,0.0
2025-10-13,AAPL,0.0,0.0,0.0
2025-10-14,AAPL,0.0,0.0,0.0
2025-10-15,AAPL,0.0,0.0,0.0
2025-10-16,AAPL,0.0,0.0,0.0
2025-10-17,AAPL,0.0,0.0,0.0
2025-10-20,AAPL,0.0,0.0,0.0
2025-10-21,AAPL,0.0,0.0,0.0
2025-10-22,AAPL,0.0,0.0,0.0
2025-10-23,AAPL,0.0,0.0,0.0
2025-10-24,AAPL,0.0,0.0,0.0
2025-10-27,AAPL,0.0,0.0,0.0
2025-10-28,AAPL,0.0,0.0,0.0
2025-10-29,AAPL,0.0,0.0,0.0
2025-10-30,AAPL,0.0,0.0,0.0
2025-10-31,AAPL,0.0,0.0,0.0
2025-11-03,AAPL,0.0,0.0,0.0
2025-11-04,AAPL,0.0,0.0,0.0
2025-11-05,AAPL,0.0,0.0,0.0
2025-11-06,AAPL,0.0,0.0,0.0
2025-11-07,AAPL,0.0,0.0,0.0
2025-11-10,AAPL,0.0,0.0,0.0
2025-11-11,AAPL,0.0,0.0,0.0
2025-11-12,AAPL,0.0,0.0,0.0
2025-11-13,AAPL,0.0,0.0,0.0
2025-11-14,AAPL,0.0,0.0,0.0
2025-11-17,AAPL,0.0,0.0,0.0
2025-11-18,AAPL,0.0,0.0,0.0
2025-11-19,AAPL,0.0,0.0,0.0
2025-11-20,AAPL,0.0,0.0,0.0
2025-11-21,AAPL,0.0,0.0,0.0
2025-11-24,AAPL,0.0,0.0,0.0
2025-11-25,AAPL,0.0,0.0,0.0
2025-11-26,AAPL,0.0,0.0,0.0
2025-11-28,AAPL,0.0,0.0,0.0
2025-12-01,AAPL,0.0,0.0,0.0
2025-12-02,AAPL,0.0,0.0,0.0
2025-12-03,AAPL,0.0,0.0,0.0
2025-12-04,AAPL,0.0,0.0,0.0
2025-12-05,AAPL,0.0,0.0,0.0
2025-12-08,AAPL,0.0,0.0,0.0
2025-12-09,AAPL,0.0,0.0,0.0
2025-12-10,AAPL,0.0,0.0,0.0
2025-12-11,AAPL,0.0,0.0,0.0
2025-12-12,AAPL,0.0,0.0,0.0
2025-12-15,AAPL,0.0,0.0,0.0
2025-12-16,AAPL,0.0,0.0,0.0
2025-12-17,AAPL,0.0,0.0,0.0
2025-12-18,AAPL,0.0,0.0,0.0
2025-12-19,AAPL,0.0,0.0,0.0
2025-12-22,AAPL,0.0,0.0,0.0
2025-12-23,AAPL,0.0,0.0,0.0
2025-12-24,AAPL,0.0,0.0,0.0
2025-12-26,AAPL,0.0,0.0,0.0
2025-12-29,AAPL,0.0,0.0,0.0
2025-12-30,AAPL,0.0,0.0,0.0
2025-12-31,AAPL,0.0,0.0,0.0
2026-01-02,AAPL,0.0,0.0,0.0
2026-01-05,AAPL,0.0,0.0,0.0
2026-01-06,AAPL,0.0,0.0,0.0
2026-01-07,AAPL,0.0,0.0,0.0
2026-01-08,AAPL,0.0,0.0,0.0
2026-01-09,AAPL,0.0,0.0,0.0
2026-01-12,AAPL,0.0,0.0,0.0
2026-01-13,AAPL,0.0,0.0,0.0
2026-01-14,AAPL,0.0,0.0,0.0
2026-01-15,AAPL,0.0,0.0,0.0
2026-01-16,AAPL,0.0,0.0,0.0
2026-01-20,AAPL,0.0,0.0,0.0
2026-01-21,AAPL,0.0,0.0,0.0
2026-01-22,AAPL,0.0,0.0,0.0
2026-01-23,AAPL,0.0,0.0,0.0
2026-01-26,AAPL,0.0,0.0,0.0
2026-01-27,AAPL,0.0,0.0,0.0
2026-01-28,AAPL,0.0,0.0,0.0
2026-01-29,AAPL,0.0,0.0,0.0
2026-01-30,AAPL,0.0,0.0,0.0
2026-02-02,AAPL,0.0,0.0,0.0
2026-02-03,AAPL,0.0,0.0,0.0
2026-02-04,AAPL,0.0,0.0,0.0
2026-02-05,AAPL,0.0,0.0,0.0
2026-02-06,AAPL,0.0,0.0,0.0
2026-02-09,AAPL,0.0,0.0,0.0
2026-02-10,AAPL,0.0,0.0,0.0
2026-02-11,AAPL,0.0,0.0,0.0
2026-02-12,AAPL,0.0,0.0,0.0
2026-02-13,AAPL,0.0,0.0,0.0
2026-02-17,AAPL,0.0,0.0,0.0
2026-02-18,AAPL,0.0,0.0,0.0
2026-02-19,AAPL,0.0,0.0,0.0
2026-02-20,AAPL,0.0,0.0,0.0
2026-02-23,AAPL,0.0,0.0,0.0
2026-02-24,AAPL,0.0,0.0,0.0
2026-02-25,AAPL,0.0,0.0,0.0
2026-02-26,AAPL,0.0,0.0,0.0
2026-02-27,AAPL,0.0,0.0,0.0
2026-03-02,AAPL,0.0,0.0,0.0
2026-03-03,AAPL,0.0,0.0,0.0
2026-03-04,AAPL,0.0,0.0,0.0
2026-03-05,AAPL,0.0,0.0,0.0
2026-03-06,AAPL,0.0,0.0,0.0
2026-03-09,AAPL,0.0,0.0,0.0
2026-03-10,AAPL,0.0,0.0,0.0
2026-03-11,AAPL,0.0,0.0,0.0
2026-03-12,AAPL,0.0,0.0,0.0
2026-03-13,AAPL,0.0,0.0,0.0
2026-03-16,AAPL,0.0,0.0,0.0
2026-03-17,AAPL,0.0,0.0,0.0
2026-03-18,AAPL,0.0,0.0,0.0
2026-03-19,AAPL,0.0,0.0,0.0
2026-03-20,AAPL,0.0,0.0,0.0
2026-03-23,AAPL,0.0,0.0,0.0
2026-03-24,AAPL,0.0,0.0,0.0
2026-03-25,AAPL,0.0,0.0,0.0
2026-03-26,AAPL,0.0,0.0,0.0
2026-03-27,AAPL,0.0,0.0,0.0
2026-03-30,AAPL,0.0,0.0,0.0
2026-03-31,AAPL,0.0,0.0,0.0
2026-04-01,AAPL,0.0,0.0,0.0
2026-04-02,AAPL,0.0,0.0,0.0
2026-04-06,AAPL,0.0,0.0,0.0
2026-04-07,AAPL,0.0,0.0,0.0
2026-04-08,AAPL,0.0,0.0,0.0
2026-04-09,AAPL,0.0,0.0,0.0
2026-04-10,AAPL,0.0,0.0,0.0
